Date,2008,1987,1929,2020
1,1565.150024,336.769989,31.379999,3386.149902
2,1562.469971,334.570007,31.860001,3373.22998
3,1554.410034,331.380005,31.6,3337.75
4,1561.800049,327.040009,31.68,3225.889893
5,1548.709961,329.799988,31.73,3128.209961
6,1538.530029,323.399994,31.389999,3116.389893
7,1541.23999,321.679993,31.379999,2978.76001
8,1540.079956,320.209991,30.799999,2954.219971
9,1500.630005,316.700012,30.85,3090.22998
10,1506.329956,313.559998,31.129999,3003.370117
11,1519.589966,313.920013,30.27,3130.120117
12,1515.880005,317.130005,30.16,3023.939941
13,1514.400024,321.980011,29.98,2972.370117
14,1535.280029,323.079987,30.200001,2746.560059
15,1540.97998,317.73999,28.950001,2882.22998
16,1531.02002,314.859985,28.65,2741.379883
17,1549.380005,314.929993,30.440001,
18,1508.439941,314.859985,30.34,
19,1509.650024,310.540009,30.27,
20,1502.170044,319.5,30.809999,
21,1520.27002,321.190002,30.76,
22,1475.619995,319.720001,30.549999,
23,1474.77002,320.160004,30.299999,
24,1453.699951,323.200012,29.24,
25,1439.180054,321.690002,29.690001,
26,1481.050049,321.829987,28.84,
27,1470.579956,327.329987,27.73,
28,1451.150024,328.070007,28.27,
29,1458.73999,328.079987,26.6,
30,1433.27002,319.220001,25.75,
31,1439.699951,318.540009,26.120001,
32,1416.77002,314.160004,22.74,
33,1440.699951,311.070007,20.43,
34,1407.219971,309.390015,22.99,
35,1428.22998,314.519989,24.15,
36,1469.02002,305.230011,22.879999,
37,1469.719971,298.079987,20.610001,
38,1481.140015,282.700012,21.370001,
39,1472.420044,224.839996,21.18,
40,1462.790039,236.830002,19.860001,
41,1485.01001,258.380005,18.73,
42,1507.339966,248.25,17.66,
43,1504.660034,248.220001,19.24,
44,1515.959961,227.669998,20.299999,
45,1477.650024,233.190002,20.09,
46,1486.589966,233.279999,20.700001,
47,1488.410034,244.770004,21.27,
48,1467.949951,251.789993,21.610001,
49,1445.900024,255.75,21.530001,
50,1454.97998,250.820007,21.280001,
51,1453,248.960007,20.66,
52,1460.119995,254.479996,20.92,
53,1484.459961,250.410004,20.950001,
54,1496.449951,243.169998,21.65,
55,1497.660034,239,22.049999,
56,1476.27002,241.899994,21.870001,
57,1478.48999,248.520004,22.450001,
58,1468.359985,245.639999,22.4,
59,1447.160034,246.759995,22.57,
60,1447.160034,243.039993,22.379999,
61,1411.630005,245.550003,21.17,
62,1416.180054,240.050003,21.700001,
63,1390.189941,242,21.33,
64,1409.130005,242.990005,21.559999,
65,1420.329956,246.389999,21.42,
66,1401.02002,244.100006,20.85,
67,1416.25,240.339996,20.16,
68,1380.949951,230.300003,20.26,
69,1373.199951,232,20.389999,
70,1333.25,233.449997,20.84,
71,1325.189941,225.210007,20.82,
72,1310.5,223.919998,20.889999,
73,1338.599976,228.759995,21.450001,
74,1352.069946,234.910004,21.18,
75,1330.609985,238.889999,21.23,
76,1353.959961,233.570007,21.5,
77,1362.300049,235.320007,21.309999,
78,1355.810059,242.190002,21.290001,
79,1378.550049,242.809998,21.620001,
80,1395.420044,248.080002,21.549999,
81,1380.819946,242.979996,21.52,
82,1336.640015,249.160004,21.559999,
83,1326.449951,249.539993,21.65,
84,1336.910034,249.949997,21.5,
