Days,2008,1987,1929,2020
1,0,0,0,0
2,-0.171232978,-0.653259516,1.529643134,-0.38155198
3,-0.686195562,-1.600494158,0.701086702,-1.429349066
4,-0.214035393,-2.889206378,0.956026162,-4.73280905
5,-1.050382567,-2.069662152,1.115363324,-7.617499179
6,-1.700795105,-3.970067238,0.031867433,-7.966570199
7,-1.527651256,-4.48080188,0,-12.03106489
8,-1.601767729,-4.917302177,-1.848311085,-12.75578292
9,-4.122289749,-5.959550333,-1.688970736,-8.739126458
10,-3.758110539,-6.891941609,-0.796685813,-11.3042776
11,-2.910906769,-6.785039269,-3.537281821,-7.561088328
12,-3.147942258,-5.831868825,-3.887823578,-10.69680822
13,-3.242500669,-4.391714964,-4.461437363,-12.21977163
14,-1.908442931,-4.06508966,-3.760350662,-18.888409
15,-1.544263721,-5.650740749,-7.743779724,-14.88179604
16,-2.180621888,-6.505925325,-8.699805886,-19.0413903
17,-1.007572358,-6.485137249,-2.995532282,
18,-3.623300139,-6.505925325,-3.314209793,
19,-3.545985953,-7.788692834,-3.537281821,
20,-4.023894134,-5.128125891,-1.816443653,
21,-2.867457005,-4.626299109,-1.975777628,
22,-5.720220275,-5.062799108,-2.644996898,
23,-5.77452657,-4.932145245,-3.44168271,
24,-7.120727808,-4.029449608,-6.819627368,
25,-8.048427823,-4.477829822,-5.385589719,
26,-5.373285226,-4.436262876,-8.094324668,
27,-6.042236626,-2.803100724,-11.63160968,
28,-7.283646823,-2.583360241,-9.910768321,
29,-6.798711457,-2.580396794,-15.23262955,
30,-8.42602958,-5.211268395,-17.94136131,
31,-8.015210751,-5.413184249,-16.76226312,
32,-9.480241621,-6.713776684,-27.53345849,
33,-7.951319113,-7.631315984,-34.8948354,
34,-10.0904099,-8.130170411,-26.73677268,
35,-8.748045996,-6.606883252,-23.04015051,
36,-6.141903493,-9.365436063,-27.08731763,
37,-6.097182477,-11.48855399,-34.32121843,
38,-5.367537151,-16.05546182,-31.89929356,
39,-5.924670388,-33.23633241,-32.50477796,
40,-6.539947189,-29.67603714,-36.71127587,
41,-5.120276828,-23.27701,-40.31229893,
42,-3.693579345,-26.28499923,-43.7221142,
43,-3.864804592,-26.29390709,-38.68705987,
44,-3.142833738,-32.39599565,-35.30911521,
45,-5.590518395,-30.75689354,-35.97832811,
46,-5.01933085,-30.73016996,-34.03441154,
47,-4.903043723,-27.31834427,-32.21797107,
48,-6.210271955,-25.23383876,-31.13447518,
49,-7.619077927,-24.05795993,-31.38941464,
50,-7.038944658,-25.52186501,-32.18610045,
51,-7.165448825,-26.07417076,-34.16188445,
52,-6.710540676,-24.4350731,-33.33333121,
53,-5.15542036,-25.64361072,-33.23772572,
54,-4.38936025,-27.79344777,-31.00700864,
55,-4.312046064,-29.03168103,-29.73231452,
56,-5.678689112,-28.17056095,-30.30592193,
57,-5.536851591,-26.20482462,-28.45761085,
58,-6.184074211,-27.0600092,-28.6169512,
59,-7.538573823,-26.72743918,-28.07520485,
60,-7.538573823,-27.83205127,-28.68068925,
61,-9.808645602,-27.08673248,-32.5366454,
62,-9.517935515,-28.71989463,-30.84766829,
63,-11.17848643,-28.14086531,-32.02676648,
64,-9.968374699,-27.84689464,-31.29381872,
65,-9.252791476,-26.83730527,-31.73995958,
66,-10.48653493,-27.51729252,-33.55640324,
67,-9.513466551,-28.63378453,-35.75525608,
68,-11.76884453,-31.61504572,-35.43658175,
69,-12.26400473,-31.11025104,-35.02230832,
70,-14.81647257,-30.679691,-33.58827067,
71,-15.33144295,-33.12646187,-33.65200553,
72,-16.27000735,-33.5095153,-33.42893669,
73,-14.47465384,-32.0723335,-31.6443541,
74,-13.61403538,-30.2461586,-32.50477796,
75,-14.98514746,-29.06434457,-32.3454408,
76,-13.49327922,-30.6440554,-31.48502012,
77,-12.96041733,-30.1244129,-32.09050453,
